tanslat=0,tanslat=10,tanslat=20,tanslat=30,tanslat=40,tanslat=50,tanslat=60,tanslat=70
1.1067556368063,1.1145252571212,1.1067556368076,1.1253906914609,1.125390691465,1.1253906914706,1.1253906914782,1.12539069149
1.1161675232135,1.1257562640913,1.1161675232134,1.1392052055113,1.1392052055122,1.1392052055138,1.139205205516,1.1392052055203
1.1145244082723,1.1235722216039,1.1145244082826,1.1361617400954,1.1361617400926,1.1361617400879,1.1361617400795,1.1361617400646
1.1060707397526,1.1136538223336,1.1060707397528,1.1241511002842,1.124151100282,1.1241511002788,1.124151100274,1.1241511002659
1.1049871638925,1.1123629408154,1.1049871638933,1.1225401966098,1.1225401966109,1.1225401966127,1.1225401966154,1.1225401966199
1.1022466699409,1.1091313760179,1.1022466699412,1.1185878128658,1.1185878128645,1.1185878128615,1.1185878128568,1.118587812849
1.0957607048217,1.1016035978727,1.0957607048213,1.1095873550585,1.1095873550558,1.1095873550518,1.1095873550457,1.1095873550366
1.097913858689,1.1041457264396,1.0979138586891,1.1126591022707,1.1126591022717,1.1126591022734,1.1126591022759,1.1126591022801
1.0982342177288,1.1046364899213,1.0982342177283,1.1133931685793,1.1133931685801,1.1133931685811,1.1133931685829,1.1133931685857
1.0942584873798,1.1000583673954,1.0942584873803,1.1079618409816,1.1079618409853,1.1079618409911,1.107961841,1.1079618410148
1.092955605392,1.0985372618648,1.0929556053924,1.1061167124629,1.1061167124633,1.1061167124641,1.1061167124655,1.1061167124675
1.0930433584196,1.0987006501012,1.0930433584203,1.1063787189419,1.1063787189425,1.1063787189442,1.106378718947,1.1063787189522
1.0914559638707,1.0969373690887,1.0914559638728,1.1043676754835,1.1043676754888,1.1043676754971,1.1043676755106,1.1043676755347
1.0900849587577,1.0954636941887,1.0900849587569,1.1027553132187,1.1027553132188,1.1027553132191,1.1027553132196,1.1027553132203
1.0874635258851,1.0925144284808,1.0874635258843,1.0993509360141,1.0993509360153,1.0993509360168,1.0993509360194,1.0993509360235
