phot,f=2%,f=4%,f=6%,f=8%,f=10%,epsilon(f=2%),epsilon(f=4%),epsilon(f=6%),epsilon(f=8%),epsilon(f=10%)
689.31995414945,683.5179655682,677.89273906871,672.43264353189,667.13501419557,661.99331445715,0.99158302534793,0.98342248035625,0.97550149170077,0.96781619359729,0.96035710336282
578.54429110493,573.41453991333,568.45659132776,563.65963999605,559.02053806012,554.53291794672,0.99113334748874,0.98256365168187,0.97427223578604,0.96625365880367,0.95849691453638
577.60432121867,572.78579579312,568.11788274347,563.59137371587,559.20416198374,554.95107526049,0.99165773999857,0.98357623354481,0.97573953831709,0.96814400696291,0.96078068475945
655.44508998283,650.59787905086,645.8844490892,641.29663465173,636.8333481952,632.49030728652,0.99260470326798,0.98541351359595,0.97841397311944,0.97160442259454,0.96497832839526
653.94597748325,649.33453524674,644.84526125053,640.47075062323,636.21035554418,632.06036790642,0.9929482825871,0.98608338219657,0.97939397545975,0.97287907174331,0.96653300069058
670.39717983808,665.9571720361,661.62718000762,657.40056159302,653.27714592966,649.25378047487,0.99337704880702,0.98691820297845,0.98061355471663,0.97446284915377,0.96846138378995
730.33297097469,725.97447119915,721.71109206576,717.53689410803,713.45228077524,709.4546790759,0.99403217443446,0.98819459171147,0.98247911928502,0.9768863095734,0.97141263953766
693.54664196553,689.42383413861,685.39328044237,681.44940096349,677.59255411182,673.82033087626,0.99405547143127,0.988243960781,0.98255742257254,0.9769963735842,0.97155734034937
678.43817043167,674.4877764816,670.62654881045,666.84913995219,663.15592574417,659.54460411821,0.99417722333112,0.98848587540961,0.98291807421137,0.97747437371076,0.97215138071987
711.13607285922,707.28206303505,703.50815362652,699.80943219239,696.18656845305,692.63758305527,0.99458048892293,0.98927361510149,0.9840724706577,0.97897799735279,0.97398741181898
713.61419299143,709.9033590573,706.26615607694,702.6980463557,699.19985695144,695.76986592335,0.99479994376432,0.98970306786684,0.98470301355699,0.97980093980535,0.97499443362627
700.34017508769,696.77270064528,693.27586548595,689.84535070138,686.48200239818,683.18422583846,0.99490608340159,0.9899130310483,0.98501467606796,0.98021222659721,0.97550340554563
706.73342548355,703.27501694889,699.88289459377,696.55297177118,693.28617650877,690.08104777257,0.9951064879487,0.9903067682343,0.98559505841201,0.98097267160445,0.97643754050605
710.93698407287,707.57897096108,704.28411200452,701.04850083907,697.87308544589,694.75650707329,0.99527663746995,0.99064210722272,0.98609091458831,0.9816243929917,0.97724063122038
731.15470597684,727.87323813828,724.65027655921,721.48211019596,718.36977266804,715.31202859632,0.99551193774485,0.99110389447752,0.986770794605,0.98251405180833,0.97833197645994
745.97431912404,742.76784056282,739.61733348293,736.5191928298,733.4744472256,730.4819067262,0.99570162339504,0.99147827816838,0.9873251316408,0.98324356270988,0.97923197622133
764.98935214042,761.86793868782,758.7968180548,755.77261584492,752.79647795345,749.86738573735,0.99591966418373,0.99190507153034,0.98795181100271,0.98406138052399,0.98023244851609
759.14631303819,756.11758523009,753.13690849266,750.20106497425,747.31121341787,744.46640844561,0.99601035036845,0.99208399692875,0.98821670090428,0.9844099886714,0.98066261491301
760.67389897094,757.72955480302,754.8308754024,751.97477318756,749.16241829459,746.39293681367,0.99612929512646,0.99231862224214,0.98856392233892,0.98486673370557,0.98122590747941
767.10791316548,764.23543642468,761.40603985753,758.61676059852,755.8687872643,753.16131167469,0.99625544634399,0.99256705189701,0.98893095427484,0.98534870295524,0.98181924439648
777.24682694524,774.49708628841,771.78657255905,769.11250778255,766.47609176383,763.87660255195,0.99646220407532,0.99297487722446,0.98953444532587,0.98614245203967,0.98279796850913
788.32750985802,785.69289745889,783.09394564013,780.52804232398,777.99638606546,775.49833763102,0.9966579722689,0.99336118028048,0.99010631059235,0.98689488358154,0.98372608837498
799.02242984831,796.49123696723,793.99262084634,791.52411349781,789.08690718893,786.68042626284,0.99683213788935,0.99370504654929,0.9906156372207,0.98756540206104,0.98455362061888
805.45991677528,803.02780598751,800.62571712636,798.2513090643,795.90576193533,793.58854990064,0.99698046949685,0.99399821201746,0.99105032098949,0.9881382615808,0.98526138094846
812.36982259514,810.02571503397,807.70945060193,805.41879321072,803.15490618466,800.91731093745,0.99711448222722,0.99426323841238,0.99144351600579,0.98865674702065,0.98590234233333
818.85598325304,816.5957297066,814.36128686274,812.1505230112,809.96458372962,807.803027429,0.99723974228355,0.99451100500915,0.99181118489823,0.98914168094846,0.98650195388433
828.49906488958,826.31463911631,824.15398678204,822.01506756152,819.89900731538,817.80539834675,0.99736339379748,0.99475548218257,0.99217380247868,0.9896197136018,0.98709272346101
834.18609480013,832.07238774397,829.98088464059,827.9096211089,825.85970262394,823.8307461651,0.99746614446184,0.99495890642897,0.99247593105382,0.99001854355031,0.98758628476358
837.87701871962,835.8305138495,833.80487914964,831.79822888302,829.81164207696,827.84476004638,0.99755751163428,0.9951399316618,0.99274500946942,0.99037403286823,0.98802657377025
844.98112697662,842.99711303204,841.03256087731,839.08564846558,837.15743521029,835.24758088294,0.99765200206107,0.99532703634052,0.99302294652173,0.99074098637644,0.98848075325835
849.07604449924,847.15028555959,845.24284124832,843.35195125929,841.47865657902,839.62263623771,0.99773193584706,0.99548544176254,0.99325844454447,0.99105217021556,0.98886624075338
853.03021215333,851.15744748088,849.30198703914,847.46212780606,845.63888771416,843.83196021587,0.99780457403997,0.99562943368117,0.99347258248544,0.99133521376634,0.98921696816079
856.55334813406,854.73211551468,852.92725209229,851.13710713314,849.36267585367,847.60366921777,0.99787376627113,0.99576664308223,0.99367670325179,0.9916051086648,0.98955152188035
859.28235776622,857.50876983148,855.75076030886,854.00672283187,852.27763739204,850.56322253951,0.99793596607831,0.99589006171785,0.99386041749063,0.99184817387338,0.9898530033255
861.73185565674,860.00330948022,858.28959023482,856.58914176678,854.90292062151,853.23066139653,0.99799410203397,0.99600541003639,0.99403211816274,0.99207533643975,0.9901347568801
864.65872680719,862.9717074935,861.29882258301,859.63855751359,857.99184832391,856.35844241749,0.99804891888396,0.99611418456784,0.99419404542167,0.99228958399819,0.99040050816309
866.23738286451,864.58982426496,862.95584282381,861.33396221533,859.72509558108,858.1289980597,0.99809802874808,0.99621173121177,0.99433940309414,0.99248209854221,0.99063953488362
868.58412385693,866.97427910942,865.37739365466,863.79202598963,862.21907828854,860.65831112925,0.9981465874136,0.99630809484748,0.99448286270071,0.99267192964554,0.99087502003549
872.06984706911,870.51112202041,868.96455887664,867.42876775636,865.90462463343,864.3919047906,0.99821261444374,0.99643917490909,0.99467808762297,0.9929303570621,0.99119572554386
874.75517985469,873.23288444763,871.72214956499,870.22162135297,868.73215905503,867.25354996675,0.99825974690734,0.99653270954028,0.99481734020429,0.99311462116673,0.99142430926881
